STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
SWD,D,304,SNWCAVG,20220101 0000,20220101 0000,15.4, ,INCHES
SWD,D,304,SNWCAVG,20220102 0000,20220102 0000,15.5, ,INCHES
SWD,D,304,SNWCAVG,20220103 0000,20220103 0000,15.5, ,INCHES
SWD,D,304,SNWCAVG,20220104 0000,20220104 0000,15.7, ,INCHES
SWD,D,304,SNWCAVG,20220105 0000,20220105 0000,15.8, ,INCHES
SWD,D,304,SNWCAVG,20220106 0000,20220106 0000,15.8, ,INCHES
SWD,D,304,SNWCAVG,20220107 0000,20220107 0000,15.8, ,INCHES
SWD,D,304,SNWCAVG,20220108 0000,20220108 0000,15.9, ,INCHES
SWD,D,304,SNWCAVG,20220109 0000,20220109 0000,16.0, ,INCHES
SWD,D,304,SNWCAVG,20220110 0000,20220110 0000,16.0, ,INCHES
SWD,D,304,SNWCAVG,20220111 0000,20220111 0000,16.0, ,INCHES
SWD,D,304,SNWCAVG,20220112 0000,20220112 0000,16.1, ,INCHES
SWD,D,304,SNWCAVG,20220113 0000,20220113 0000,16.1, ,INCHES
SWD,D,304,SNWCAVG,20220114 0000,20220114 0000,16.2, ,INCHES
SWD,D,304,SNWCAVG,20220115 0000,20220115 0000,16.1, ,INCHES
SWD,D,304,SNWCAVG,20220116 0000,20220116 0000,16.1, ,INCHES
SWD,D,304,SNWCAVG,20220117 0000,20220117 0000,16.1, ,INCHES
SWD,D,304,SNWCAVG,20220118 0000,20220118 0000,16.1, ,INCHES
SWD,D,304,SNWCAVG,20220119 0000,20220119 0000,16.1, ,INCHES
SWD,D,304,SNWCAVG,20220120 0000,20220120 0000,16.1, ,INCHES
SWD,D,304,SNWCAVG,20220121 0000,20220121 0000,16.1, ,INCHES
SWD,D,304,SNWCAVG,20220122 0000,20220122 0000,16.1, ,INCHES
SWD,D,304,SNWCAVG,20220123 0000,20220123 0000,16.0, ,INCHES
SWD,D,304,SNWCAVG,20220124 0000,20220124 0000,16.0, ,INCHES
SWD,D,304,SNWCAVG,20220125 0000,20220125 0000,16.0, ,INCHES
SWD,D,304,SNWCAVG,20220126 0000,20220126 0000,16.0, ,INCHES
SWD,D,304,SNWCAVG,20220127 0000,20220127 0000,16.0, ,INCHES
SWD,D,304,SNWCAVG,20220128 0000,20220128 0000,16.0, ,INCHES
SWD,D,304,SNWCAVG,20220129 0000,20220129 0000,16.0, ,INCHES
SWD,D,304,SNWCAVG,20220130 0000,20220130 0000,16.0, ,INCHES
SWD,D,304,SNWCAVG,20220131 0000,20220131 0000,15.9, ,INCHES
SWD,D,304,SNWCAVG,20220201 0000,20220201 0000,16.2, ,INCHES
SWD,D,304,SNWCAVG,20220202 0000,20220202 0000,16.1, ,INCHES
SWD,D,304,SNWCAVG,20220203 0000,20220203 0000,16.1, ,INCHES
SWD,D,304,SNWCAVG,20220204 0000,20220204 0000,16.1, ,INCHES
SWD,D,304,SNWCAVG,20220205 0000,20220205 0000,16.1, ,INCHES
SWD,D,304,SNWCAVG,20220206 0000,20220206 0000,16.1, ,INCHES
SWD,D,304,SNWCAVG,20220207 0000,20220207 0000,16.0, ,INCHES
SWD,D,304,SNWCAVG,20220208 0000,20220208 0000,16.0, ,INCHES
SWD,D,304,SNWCAVG,20220209 0000,20220209 0000,15.9, ,INCHES
SWD,D,304,SNWCAVG,20220210 0000,20220210 0000,15.9, ,INCHES
SWD,D,304,SNWCAVG,20220211 0000,20220211 0000,15.8, ,INCHES
SWD,D,304,SNWCAVG,20220212 0000,20220212 0000,15.7, ,INCHES
SWD,D,304,SNWCAVG,20220213 0000,20220213 0000,15.6, ,INCHES
SWD,D,304,SNWCAVG,20220214 0000,20220214 0000,15.5, ,INCHES
SWD,D,304,SNWCAVG,20220215 0000,20220215 0000,15.4, ,INCHES
SWD,D,304,SNWCAVG,20220216 0000,20220216 0000,15.4, ,INCHES
SWD,D,304,SNWCAVG,20220217 0000,20220217 0000,15.4, ,INCHES
SWD,D,304,SNWCAVG,20220218 0000,20220218 0000,15.4, ,INCHES
SWD,D,304,SNWCAVG,20220219 0000,20220219 0000,15.3, ,INCHES
SWD,D,304,SNWCAVG,20220220 0000,20220220 0000,15.3, ,INCHES
SWD,D,304,SNWCAVG,20220221 0000,20220221 0000,15.2, ,INCHES
SWD,D,304,SNWCAVG,20220222 0000,20220222 0000,15.3, ,INCHES
SWD,D,304,SNWCAVG,20220223 0000,20220223 0000,15.6, ,INCHES
SWD,D,304,SNWCAVG,20220224 0000,20220224 0000,15.6, ,INCHES
SWD,D,304,SNWCAVG,20220225 0000,20220225 0000,15.7, ,INCHES
SWD,D,304,SNWCAVG,20220226 0000,20220226 0000,15.7, ,INCHES
SWD,D,304,SNWCAVG,20220227 0000,20220227 0000,15.8, ,INCHES
SWD,D,304,SNWCAVG,20220228 0000,20220228 0000,15.8, ,INCHES
SWD,D,304,SNWCAVG,20220301 0000,20220301 0000,15.8, ,INCHES
SWD,D,304,SNWCAVG,20220302 0000,20220302 0000,15.8, ,INCHES
SWD,D,304,SNWCAVG,20220303 0000,20220303 0000,15.8, ,INCHES
SWD,D,304,SNWCAVG,20220304 0000,20220304 0000,15.7, ,INCHES
SWD,D,304,SNWCAVG,20220305 0000,20220305 0000,15.8, ,INCHES
SWD,D,304,SNWCAVG,20220306 0000,20220306 0000,15.9, ,INCHES
SWD,D,304,SNWCAVG,20220307 0000,20220307 0000,16.0, ,INCHES
SWD,D,304,SNWCAVG,20220308 0000,20220308 0000,16.1, ,INCHES
SWD,D,304,SNWCAVG,20220309 0000,20220309 0000,16.0, ,INCHES
SWD,D,304,SNWCAVG,20220310 0000,20220310 0000,16.0, ,INCHES
SWD,D,304,SNWCAVG,20220311 0000,20220311 0000,16.0, ,INCHES
SWD,D,304,SNWCAVG,20220312 0000,20220312 0000,15.9, ,INCHES
SWD,D,304,SNWCAVG,20220313 0000,20220313 0000,15.8, ,INCHES
SWD,D,304,SNWCAVG,20220314 0000,20220314 0000,15.8, ,INCHES
SWD,D,304,SNWCAVG,20220315 0000,20220315 0000,15.5, ,INCHES
SWD,D,304,SNWCAVG,20220316 0000,20220316 0000,15.4, ,INCHES
SWD,D,304,SNWCAVG,20220317 0000,20220317 0000,15.3, ,INCHES
SWD,D,304,SNWCAVG,20220318 0000,20220318 0000,15.1, ,INCHES
SWD,D,304,SNWCAVG,20220319 0000,20220319 0000,14.8, ,INCHES
SWD,D,304,SNWCAVG,20220320 0000,20220320 0000,14.9, ,INCHES
SWD,D,304,SNWCAVG,20220321 0000,20220321 0000,14.9, ,INCHES
SWD,D,304,SNWCAVG,20220322 0000,20220322 0000,14.5, ,INCHES
SWD,D,304,SNWCAVG,20220323 0000,20220323 0000,14.0, ,INCHES
SWD,D,304,SNWCAVG,20220324 0000,20220324 0000,13.2, ,INCHES
SWD,D,304,SNWCAVG,20220325 0000,20220325 0000,12.6, ,INCHES
SWD,D,304,SNWCAVG,20220326 0000,20220326 0000,11.9, ,INCHES
SWD,D,304,SNWCAVG,20220327 0000,20220327 0000,11.2, ,INCHES
SWD,D,304,SNWCAVG,20220328 0000,20220328 0000,10.7, ,INCHES
SWD,D,304,SNWCAVG,20220329 0000,20220329 0000,10.7, ,INCHES
SWD,D,304,SNWCAVG,20220330 0000,20220330 0000,10.7, ,INCHES
SWD,D,304,SNWCAVG,20220331 0000,20220331 0000,10.5, ,INCHES
SWD,D,304,SNWCAVG,20220401 0000,20220401 0000,10.3, ,INCHES
SWD,D,304,SNWCAVG,20220402 0000,20220402 0000,9.7, ,INCHES
SWD,D,304,SNWCAVG,20220403 0000,20220403 0000,9.3, ,INCHES
SWD,D,304,SNWCAVG,20220404 0000,20220404 0000,8.9, ,INCHES
SWD,D,304,SNWCAVG,20220405 0000,20220405 0000,8.5, ,INCHES
SWD,D,304,SNWCAVG,20220406 0000,20220406 0000,8.1, ,INCHES
SWD,D,304,SNWCAVG,20220407 0000,20220407 0000,7.6, ,INCHES
SWD,D,304,SNWCAVG,20220408 0000,20220408 0000,7.2, ,INCHES
SWD,D,304,SNWCAVG,20220409 0000,20220409 0000,6.7, ,INCHES
SWD,D,304,SNWCAVG,20220410 0000,20220410 0000,6.3, ,INCHES
SWD,D,304,SNWCAVG,20220411 0000,20220411 0000,6.0, ,INCHES
SWD,D,304,SNWCAVG,20220412 0000,20220412 0000,6.5, ,INCHES
SWD,D,304,SNWCAVG,20220413 0000,20220413 0000,6.5, ,INCHES
SWD,D,304,SNWCAVG,20220414 0000,20220414 0000,6.6, ,INCHES
SWD,D,304,SNWCAVG,20220415 0000,20220415 0000,7.1, ,INCHES
SWD,D,304,SNWCAVG,20220416 0000,20220416 0000,7.2, ,INCHES
SWD,D,304,SNWCAVG,20220417 0000,20220417 0000,7.7, ,INCHES
SWD,D,304,SNWCAVG,20220418 0000,20220418 0000,7.6, ,INCHES
SWD,D,304,SNWCAVG,20220419 0000,20220419 0000,7.5, ,INCHES
SWD,D,304,SNWCAVG,20220420 0000,20220420 0000,7.6, ,INCHES
SWD,D,304,SNWCAVG,20220421 0000,20220421 0000,7.8, ,INCHES
SWD,D,304,SNWCAVG,20220422 0000,20220422 0000,8.8, ,INCHES
SWD,D,304,SNWCAVG,20220423 0000,20220423 0000,8.9, ,INCHES
SWD,D,304,SNWCAVG,20220424 0000,20220424 0000,8.7, ,INCHES
SWD,D,304,SNWCAVG,20220425 0000,20220425 0000,8.5, ,INCHES
SWD,D,304,SNWCAVG,20220426 0000,20220426 0000,8.0, ,INCHES
SWD,D,304,SNWCAVG,20220427 0000,20220427 0000,7.6, ,INCHES
SWD,D,304,SNWCAVG,20220428 0000,20220428 0000,7.6, ,INCHES
SWD,D,304,SNWCAVG,20220429 0000,20220429 0000,7.5, ,INCHES
SWD,D,304,SNWCAVG,20220430 0000,20220430 0000,7.2, ,INCHES
SWD,D,304,SNWCAVG,20220501 0000,20220501 0000,6.4, ,INCHES
SWD,D,304,SNWCAVG,20220502 0000,20220502 0000,6.1, ,INCHES
SWD,D,304,SNWCAVG,20220503 0000,20220503 0000,5.7, ,INCHES
SWD,D,304,SNWCAVG,20220504 0000,20220504 0000,5.3, ,INCHES
SWD,D,304,SNWCAVG,20220505 0000,20220505 0000,4.9, ,INCHES
SWD,D,304,SNWCAVG,20220506 0000,20220506 0000,4.5, ,INCHES
SWD,D,304,SNWCAVG,20220507 0000,20220507 0000,4.0, ,INCHES
SWD,D,304,SNWCAVG,20220508 0000,20220508 0000,3.7, ,INCHES
SWD,D,304,SNWCAVG,20220509 0000,20220509 0000,3.7, ,INCHES
SWD,D,304,SNWCAVG,20220510 0000,20220510 0000,3.9, ,INCHES
SWD,D,304,SNWCAVG,20220511 0000,20220511 0000,4.0, ,INCHES
SWD,D,304,SNWCAVG,20220512 0000,20220512 0000,4.0, ,INCHES
SWD,D,304,SNWCAVG,20220513 0000,20220513 0000,3.8, ,INCHES
SWD,D,304,SNWCAVG,20220514 0000,20220514 0000,3.6, ,INCHES
SWD,D,304,SNWCAVG,20220515 0000,20220515 0000,3.2, ,INCHES
SWD,D,304,SNWCAVG,20220516 0000,20220516 0000,2.8, ,INCHES
SWD,D,304,SNWCAVG,20220517 0000,20220517 0000,2.5, ,INCHES
SWD,D,304,SNWCAVG,20220518 0000,20220518 0000,2.2, ,INCHES
SWD,D,304,SNWCAVG,20220519 0000,20220519 0000,2.0, ,INCHES
SWD,D,304,SNWCAVG,20220520 0000,20220520 0000,1.8, ,INCHES
SWD,D,304,SNWCAVG,20220521 0000,20220521 0000,1.7, ,INCHES
SWD,D,304,SNWCAVG,20220522 0000,20220522 0000,1.5, ,INCHES
SWD,D,304,SNWCAVG,20220523 0000,20220523 0000,1.4, ,INCHES
SWD,D,304,SNWCAVG,20220524 0000,20220524 0000,1.2, ,INCHES
SWD,D,304,SNWCAVG,20220525 0000,20220525 0000,1.1, ,INCHES
SWD,D,304,SNWCAVG,20220526 0000,20220526 0000,1.0, ,INCHES
SWD,D,304,SNWCAVG,20220527 0000,20220527 0000,0.8, ,INCHES
SWD,D,304,SNWCAVG,20220528 0000,20220528 0000,0.7, ,INCHES
SWD,D,304,SNWCAVG,20220529 0000,20220529 0000,0.7, ,INCHES
SWD,D,304,SNWCAVG,20220530 0000,20220530 0000,0.6, ,INCHES
SWD,D,304,SNWCAVG,20220531 0000,20220531 0000,0.6, ,INCHES
SWD,D,304,SNWCAVG,20220601 0000,20220601 0000,0.5, ,INCHES
SWD,D,304,SNWCAVG,20220602 0000,20220602 0000,0.4, ,INCHES
SWD,D,304,SNWCAVG,20220603 0000,20220603 0000,0.3, ,INCHES
SWD,D,304,SNWCAVG,20220604 0000,20220604 0000,0.2, ,INCHES
SWD,D,304,SNWCAVG,20220605 0000,20220605 0000,0.2, ,INCHES
SWD,D,304,SNWCAVG,20220606 0000,20220606 0000,0.2, ,INCHES
SWD,D,304,SNWCAVG,20220607 0000,20220607 0000,0.2, ,INCHES
SWD,D,304,SNWCAVG,20220608 0000,20220608 0000,0.2, ,INCHES
SWD,D,304,SNWCAVG,20220609 0000,20220609 0000,0.2, ,INCHES
SWD,D,304,SNWCAVG,20220610 0000,20220610 0000,0.2, ,INCHES
SWD,D,304,SNWCAVG,20220611 0000,20220611 0000,0.2, ,INCHES
SWD,D,304,SNWCAVG,20220612 0000,20220612 0000,0.1, ,INCHES
SWD,D,304,SNWCAVG,20220613 0000,20220613 0000,0.1, ,INCHES
SWD,D,304,SNWCAVG,20220614 0000,20220614 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220615 0000,20220615 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220616 0000,20220616 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220617 0000,20220617 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220618 0000,20220618 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220619 0000,20220619 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220620 0000,20220620 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220621 0000,20220621 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220622 0000,20220622 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220623 0000,20220623 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220624 0000,20220624 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220625 0000,20220625 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220626 0000,20220626 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220627 0000,20220627 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220628 0000,20220628 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220629 0000,20220629 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220630 0000,20220630 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220701 0000,20220701 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220702 0000,20220702 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220703 0000,20220703 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220704 0000,20220704 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220705 0000,20220705 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220706 0000,20220706 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220707 0000,20220707 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220708 0000,20220708 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220709 0000,20220709 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220710 0000,20220710 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220711 0000,20220711 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220712 0000,20220712 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220713 0000,20220713 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220714 0000,20220714 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220715 0000,20220715 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220716 0000,20220716 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220717 0000,20220717 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220718 0000,20220718 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220719 0000,20220719 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220720 0000,20220720 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220721 0000,20220721 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220722 0000,20220722 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220723 0000,20220723 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220724 0000,20220724 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220725 0000,20220725 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220726 0000,20220726 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220727 0000,20220727 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220728 0000,20220728 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220729 0000,20220729 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220730 0000,20220730 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220731 0000,20220731 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220801 0000,20220801 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220802 0000,20220802 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220803 0000,20220803 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220804 0000,20220804 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220805 0000,20220805 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220806 0000,20220806 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220807 0000,20220807 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220808 0000,20220808 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220809 0000,20220809 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220810 0000,20220810 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220811 0000,20220811 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220812 0000,20220812 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220813 0000,20220813 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220814 0000,20220814 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220815 0000,20220815 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220816 0000,20220816 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220817 0000,20220817 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220818 0000,20220818 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220819 0000,20220819 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220820 0000,20220820 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220821 0000,20220821 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220822 0000,20220822 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220823 0000,20220823 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220824 0000,20220824 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220825 0000,20220825 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220826 0000,20220826 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220827 0000,20220827 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220828 0000,20220828 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220829 0000,20220829 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220830 0000,20220830 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220831 0000,20220831 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220901 0000,20220901 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220902 0000,20220902 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220903 0000,20220903 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220904 0000,20220904 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220905 0000,20220905 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220906 0000,20220906 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220907 0000,20220907 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220908 0000,20220908 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220909 0000,20220909 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220910 0000,20220910 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220911 0000,20220911 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220912 0000,20220912 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220913 0000,20220913 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220914 0000,20220914 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220915 0000,20220915 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220916 0000,20220916 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220917 0000,20220917 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220918 0000,20220918 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220919 0000,20220919 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220920 0000,20220920 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220921 0000,20220921 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220922 0000,20220922 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220923 0000,20220923 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220924 0000,20220924 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220925 0000,20220925 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220926 0000,20220926 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220927 0000,20220927 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220928 0000,20220928 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220929 0000,20220929 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20220930 0000,20220930 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221001 0000,20221001 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221002 0000,20221002 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221003 0000,20221003 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221004 0000,20221004 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221005 0000,20221005 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221006 0000,20221006 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221007 0000,20221007 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221008 0000,20221008 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221009 0000,20221009 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221010 0000,20221010 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221011 0000,20221011 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221012 0000,20221012 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221013 0000,20221013 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221014 0000,20221014 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221015 0000,20221015 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221016 0000,20221016 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221017 0000,20221017 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221018 0000,20221018 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221019 0000,20221019 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221020 0000,20221020 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221021 0000,20221021 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221022 0000,20221022 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221023 0000,20221023 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221024 0000,20221024 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221025 0000,20221025 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221026 0000,20221026 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221027 0000,20221027 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221028 0000,20221028 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221029 0000,20221029 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221030 0000,20221030 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221031 0000,20221031 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221101 0000,20221101 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221102 0000,20221102 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221103 0000,20221103 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221104 0000,20221104 0000,---, ,INCHES
