STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
SWD,D,304,SNWCAVG,20221105 0000,20221105 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221106 0000,20221106 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221107 0000,20221107 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221108 0000,20221108 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221109 0000,20221109 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221110 0000,20221110 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221111 0000,20221111 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221112 0000,20221112 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221113 0000,20221113 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221114 0000,20221114 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221115 0000,20221115 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221116 0000,20221116 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221117 0000,20221117 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221118 0000,20221118 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221119 0000,20221119 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221120 0000,20221120 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221121 0000,20221121 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221122 0000,20221122 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221123 0000,20221123 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221124 0000,20221124 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221125 0000,20221125 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20221126 0000,20221126 0000,3.3, ,INCHES
SWD,D,304,SNWCAVG,20221127 0000,20221127 0000,3.3, ,INCHES
SWD,D,304,SNWCAVG,20221128 0000,20221128 0000,3.3, ,INCHES
SWD,D,304,SNWCAVG,20221129 0000,20221129 0000,3.2, ,INCHES
SWD,D,304,SNWCAVG,20221130 0000,20221130 0000,3.2, ,INCHES
SWD,D,304,SNWCAVG,20221201 0000,20221201 0000,3.2, ,INCHES
SWD,D,304,SNWCAVG,20221202 0000,20221202 0000,4.6, ,INCHES
SWD,D,304,SNWCAVG,20221203 0000,20221203 0000,4.7, ,INCHES
SWD,D,304,SNWCAVG,20221204 0000,20221204 0000,5.7, ,INCHES
SWD,D,304,SNWCAVG,20221205 0000,20221205 0000,6.4, ,INCHES
SWD,D,304,SNWCAVG,20221206 0000,20221206 0000,6.7, ,INCHES
SWD,D,304,SNWCAVG,20221207 0000,20221207 0000,6.7, ,INCHES
SWD,D,304,SNWCAVG,20221208 0000,20221208 0000,6.8, ,INCHES
SWD,D,304,SNWCAVG,20221209 0000,20221209 0000,7.0, ,INCHES
SWD,D,304,SNWCAVG,20221210 0000,20221210 0000,7.3, ,INCHES
SWD,D,304,SNWCAVG,20221211 0000,20221211 0000,10.2, ,INCHES
SWD,D,304,SNWCAVG,20221212 0000,20221212 0000,11.1, ,INCHES
SWD,D,304,SNWCAVG,20221213 0000,20221213 0000,11.1, ,INCHES
SWD,D,304,SNWCAVG,20221214 0000,20221214 0000,11.1, ,INCHES
SWD,D,304,SNWCAVG,20221215 0000,20221215 0000,11.2, ,INCHES
SWD,D,304,SNWCAVG,20221216 0000,20221216 0000,11.2, ,INCHES
SWD,D,304,SNWCAVG,20221217 0000,20221217 0000,11.2, ,INCHES
SWD,D,304,SNWCAVG,20221218 0000,20221218 0000,11.2, ,INCHES
SWD,D,304,SNWCAVG,20221219 0000,20221219 0000,11.2, ,INCHES
SWD,D,304,SNWCAVG,20221220 0000,20221220 0000,11.2, ,INCHES
SWD,D,304,SNWCAVG,20221221 0000,20221221 0000,11.3, ,INCHES
SWD,D,304,SNWCAVG,20221222 0000,20221222 0000,11.3, ,INCHES
SWD,D,304,SNWCAVG,20221223 0000,20221223 0000,11.3, ,INCHES
SWD,D,304,SNWCAVG,20221224 0000,20221224 0000,11.3, ,INCHES
SWD,D,304,SNWCAVG,20221225 0000,20221225 0000,11.3, ,INCHES
SWD,D,304,SNWCAVG,20221226 0000,20221226 0000,11.3, ,INCHES
SWD,D,304,SNWCAVG,20221227 0000,20221227 0000,11.9, ,INCHES
SWD,D,304,SNWCAVG,20221228 0000,20221228 0000,13.3, ,INCHES
SWD,D,304,SNWCAVG,20221229 0000,20221229 0000,13.4, ,INCHES
SWD,D,304,SNWCAVG,20221230 0000,20221230 0000,14.0, ,INCHES
SWD,D,304,SNWCAVG,20221231 0000,20221231 0000,14.7, ,INCHES
SWD,D,304,SNWCAVG,20230101 0000,20230101 0000,16.7, ,INCHES
SWD,D,304,SNWCAVG,20230102 0000,20230102 0000,16.8, ,INCHES
SWD,D,304,SNWCAVG,20230103 0000,20230103 0000,17.1, ,INCHES
SWD,D,304,SNWCAVG,20230104 0000,20230104 0000,17.3, ,INCHES
SWD,D,304,SNWCAVG,20230105 0000,20230105 0000,18.4, ,INCHES
SWD,D,304,SNWCAVG,20230106 0000,20230106 0000,20.1, ,INCHES
SWD,D,304,SNWCAVG,20230107 0000,20230107 0000,20.3, ,INCHES
SWD,D,304,SNWCAVG,20230108 0000,20230108 0000,21.2, ,INCHES
SWD,D,304,SNWCAVG,20230109 0000,20230109 0000,22.5, ,INCHES
SWD,D,304,SNWCAVG,20230110 0000,20230110 0000,24.8, ,INCHES
SWD,D,304,SNWCAVG,20230111 0000,20230111 0000,26.9, ,INCHES
SWD,D,304,SNWCAVG,20230112 0000,20230112 0000,27.6, ,INCHES
SWD,D,304,SNWCAVG,20230113 0000,20230113 0000,27.7, ,INCHES
SWD,D,304,SNWCAVG,20230114 0000,20230114 0000,28.6, ,INCHES
SWD,D,304,SNWCAVG,20230115 0000,20230115 0000,31.0, ,INCHES
SWD,D,304,SNWCAVG,20230116 0000,20230116 0000,31.9, ,INCHES
SWD,D,304,SNWCAVG,20230117 0000,20230117 0000,32.8, ,INCHES
SWD,D,304,SNWCAVG,20230118 0000,20230118 0000,32.8, ,INCHES
SWD,D,304,SNWCAVG,20230119 0000,20230119 0000,33.3, ,INCHES
SWD,D,304,SNWCAVG,20230120 0000,20230120 0000,33.4, ,INCHES
SWD,D,304,SNWCAVG,20230121 0000,20230121 0000,33.4, ,INCHES
SWD,D,304,SNWCAVG,20230122 0000,20230122 0000,33.5, ,INCHES
SWD,D,304,SNWCAVG,20230123 0000,20230123 0000,33.5, ,INCHES
SWD,D,304,SNWCAVG,20230124 0000,20230124 0000,33.4, ,INCHES
SWD,D,304,SNWCAVG,20230125 0000,20230125 0000,33.7, ,INCHES
SWD,D,304,SNWCAVG,20230126 0000,20230126 0000,33.7, ,INCHES
SWD,D,304,SNWCAVG,20230127 0000,20230127 0000,33.8, ,INCHES
SWD,D,304,SNWCAVG,20230128 0000,20230128 0000,33.8, ,INCHES
SWD,D,304,SNWCAVG,20230129 0000,20230129 0000,33.9, ,INCHES
SWD,D,304,SNWCAVG,20230130 0000,20230130 0000,34.1, ,INCHES
SWD,D,304,SNWCAVG,20230131 0000,20230131 0000,34.0, ,INCHES
SWD,D,304,SNWCAVG,20230201 0000,20230201 0000,34.2, ,INCHES
SWD,D,304,SNWCAVG,20230202 0000,20230202 0000,34.2, ,INCHES
SWD,D,304,SNWCAVG,20230203 0000,20230203 0000,34.3, ,INCHES
SWD,D,304,SNWCAVG,20230204 0000,20230204 0000,34.4, ,INCHES
SWD,D,304,SNWCAVG,20230205 0000,20230205 0000,35.2, ,INCHES
SWD,D,304,SNWCAVG,20230206 0000,20230206 0000,35.8, ,INCHES
SWD,D,304,SNWCAVG,20230207 0000,20230207 0000,35.7, ,INCHES
SWD,D,304,SNWCAVG,20230208 0000,20230208 0000,35.8, ,INCHES
SWD,D,304,SNWCAVG,20230209 0000,20230209 0000,35.8, ,INCHES
SWD,D,304,SNWCAVG,20230210 0000,20230210 0000,35.8, ,INCHES
SWD,D,304,SNWCAVG,20230211 0000,20230211 0000,35.9, ,INCHES
SWD,D,304,SNWCAVG,20230212 0000,20230212 0000,36.0, ,INCHES
SWD,D,304,SNWCAVG,20230213 0000,20230213 0000,36.0, ,INCHES
SWD,D,304,SNWCAVG,20230214 0000,20230214 0000,36.0, ,INCHES
SWD,D,304,SNWCAVG,20230215 0000,20230215 0000,35.9, ,INCHES
SWD,D,304,SNWCAVG,20230216 0000,20230216 0000,36.1, ,INCHES
SWD,D,304,SNWCAVG,20230217 0000,20230217 0000,36.3, ,INCHES
SWD,D,304,SNWCAVG,20230218 0000,20230218 0000,36.4, ,INCHES
SWD,D,304,SNWCAVG,20230219 0000,20230219 0000,36.4, ,INCHES
SWD,D,304,SNWCAVG,20230220 0000,20230220 0000,36.4, ,INCHES
SWD,D,304,SNWCAVG,20230221 0000,20230221 0000,36.5, ,INCHES
SWD,D,304,SNWCAVG,20230222 0000,20230222 0000,36.6, ,INCHES
SWD,D,304,SNWCAVG,20230223 0000,20230223 0000,37.0, ,INCHES
SWD,D,304,SNWCAVG,20230224 0000,20230224 0000,37.7, ,INCHES
SWD,D,304,SNWCAVG,20230225 0000,20230225 0000,39.3, ,INCHES
SWD,D,304,SNWCAVG,20230226 0000,20230226 0000,39.9, ,INCHES
SWD,D,304,SNWCAVG,20230227 0000,20230227 0000,40.7, ,INCHES
SWD,D,304,SNWCAVG,20230228 0000,20230228 0000,42.3, ,INCHES
SWD,D,304,SNWCAVG,20230301 0000,20230301 0000,44.3, ,INCHES
SWD,D,304,SNWCAVG,20230302 0000,20230302 0000,44.6, ,INCHES
SWD,D,304,SNWCAVG,20230303 0000,20230303 0000,44.9, ,INCHES
SWD,D,304,SNWCAVG,20230304 0000,20230304 0000,44.9, ,INCHES
SWD,D,304,SNWCAVG,20230305 0000,20230305 0000,45.7, ,INCHES
SWD,D,304,SNWCAVG,20230306 0000,20230306 0000,46.7, ,INCHES
SWD,D,304,SNWCAVG,20230307 0000,20230307 0000,47.1, ,INCHES
SWD,D,304,SNWCAVG,20230308 0000,20230308 0000,47.4, ,INCHES
SWD,D,304,SNWCAVG,20230309 0000,20230309 0000,47.7, ,INCHES
SWD,D,304,SNWCAVG,20230310 0000,20230310 0000,49.9, ,INCHES
SWD,D,304,SNWCAVG,20230311 0000,20230311 0000,51.5, ,INCHES
SWD,D,304,SNWCAVG,20230312 0000,20230312 0000,52.6, ,INCHES
SWD,D,304,SNWCAVG,20230313 0000,20230313 0000,53.8, ,INCHES
SWD,D,304,SNWCAVG,20230314 0000,20230314 0000,54.3, ,INCHES
SWD,D,304,SNWCAVG,20230315 0000,20230315 0000,56.1, ,INCHES
SWD,D,304,SNWCAVG,20230316 0000,20230316 0000,56.2, ,INCHES
SWD,D,304,SNWCAVG,20230317 0000,20230317 0000,56.2, ,INCHES
SWD,D,304,SNWCAVG,20230318 0000,20230318 0000,56.3, ,INCHES
SWD,D,304,SNWCAVG,20230319 0000,20230319 0000,56.4, ,INCHES
SWD,D,304,SNWCAVG,20230320 0000,20230320 0000,56.9, ,INCHES
SWD,D,304,SNWCAVG,20230321 0000,20230321 0000,57.4, ,INCHES
SWD,D,304,SNWCAVG,20230322 0000,20230322 0000,58.1, ,INCHES
SWD,D,304,SNWCAVG,20230323 0000,20230323 0000,58.1, ,INCHES
SWD,D,304,SNWCAVG,20230324 0000,20230324 0000,58.6, ,INCHES
SWD,D,304,SNWCAVG,20230325 0000,20230325 0000,59.0, ,INCHES
SWD,D,304,SNWCAVG,20230326 0000,20230326 0000,59.0, ,INCHES
SWD,D,304,SNWCAVG,20230327 0000,20230327 0000,58.8, ,INCHES
SWD,D,304,SNWCAVG,20230328 0000,20230328 0000,59.3, ,INCHES
SWD,D,304,SNWCAVG,20230329 0000,20230329 0000,60.6, ,INCHES
SWD,D,304,SNWCAVG,20230330 0000,20230330 0000,61.0, ,INCHES
SWD,D,304,SNWCAVG,20230331 0000,20230331 0000,61.0, ,INCHES
SWD,D,304,SNWCAVG,20230401 0000,20230401 0000,61.1, ,INCHES
SWD,D,304,SNWCAVG,20230402 0000,20230402 0000,61.2, ,INCHES
SWD,D,304,SNWCAVG,20230403 0000,20230403 0000,61.0, ,INCHES
SWD,D,304,SNWCAVG,20230404 0000,20230404 0000,61.5, ,INCHES
SWD,D,304,SNWCAVG,20230405 0000,20230405 0000,61.5, ,INCHES
SWD,D,304,SNWCAVG,20230406 0000,20230406 0000,61.6, ,INCHES
SWD,D,304,SNWCAVG,20230407 0000,20230407 0000,61.7, ,INCHES
SWD,D,304,SNWCAVG,20230408 0000,20230408 0000,61.8, ,INCHES
SWD,D,304,SNWCAVG,20230409 0000,20230409 0000,61.3, ,INCHES
SWD,D,304,SNWCAVG,20230410 0000,20230410 0000,60.7, ,INCHES
SWD,D,304,SNWCAVG,20230411 0000,20230411 0000,60.7, ,INCHES
SWD,D,304,SNWCAVG,20230412 0000,20230412 0000,60.2, ,INCHES
SWD,D,304,SNWCAVG,20230413 0000,20230413 0000,59.8, ,INCHES
SWD,D,304,SNWCAVG,20230414 0000,20230414 0000,59.4, ,INCHES
SWD,D,304,SNWCAVG,20230415 0000,20230415 0000,59.1, ,INCHES
SWD,D,304,SNWCAVG,20230416 0000,20230416 0000,59.0, ,INCHES
SWD,D,304,SNWCAVG,20230417 0000,20230417 0000,58.6, ,INCHES
SWD,D,304,SNWCAVG,20230418 0000,20230418 0000,58.1, ,INCHES
SWD,D,304,SNWCAVG,20230419 0000,20230419 0000,57.8, ,INCHES
SWD,D,304,SNWCAVG,20230420 0000,20230420 0000,57.8, ,INCHES
SWD,D,304,SNWCAVG,20230421 0000,20230421 0000,57.5, ,INCHES
SWD,D,304,SNWCAVG,20230422 0000,20230422 0000,57.0, ,INCHES
SWD,D,304,SNWCAVG,20230423 0000,20230423 0000,56.4, ,INCHES
SWD,D,304,SNWCAVG,20230424 0000,20230424 0000,55.8, ,INCHES
SWD,D,304,SNWCAVG,20230425 0000,20230425 0000,54.9, ,INCHES
SWD,D,304,SNWCAVG,20230426 0000,20230426 0000,54.1, ,INCHES
SWD,D,304,SNWCAVG,20230427 0000,20230427 0000,53.4, ,INCHES
SWD,D,304,SNWCAVG,20230428 0000,20230428 0000,52.7, ,INCHES
SWD,D,304,SNWCAVG,20230429 0000,20230429 0000,51.3, ,INCHES
SWD,D,304,SNWCAVG,20230430 0000,20230430 0000,50.2, ,INCHES
SWD,D,304,SNWCAVG,20230501 0000,20230501 0000,49.3, ,INCHES
SWD,D,304,SNWCAVG,20230502 0000,20230502 0000,48.5, ,INCHES
SWD,D,304,SNWCAVG,20230503 0000,20230503 0000,48.3, ,INCHES
SWD,D,304,SNWCAVG,20230504 0000,20230504 0000,48.3, ,INCHES
SWD,D,304,SNWCAVG,20230505 0000,20230505 0000,48.3, ,INCHES
SWD,D,304,SNWCAVG,20230506 0000,20230506 0000,48.3, ,INCHES
SWD,D,304,SNWCAVG,20230507 0000,20230507 0000,48.5, ,INCHES
SWD,D,304,SNWCAVG,20230508 0000,20230508 0000,48.1, ,INCHES
SWD,D,304,SNWCAVG,20230509 0000,20230509 0000,47.8, ,INCHES
SWD,D,304,SNWCAVG,20230510 0000,20230510 0000,47.5, ,INCHES
SWD,D,304,SNWCAVG,20230511 0000,20230511 0000,47.1, ,INCHES
SWD,D,304,SNWCAVG,20230512 0000,20230512 0000,46.3, ,INCHES
SWD,D,304,SNWCAVG,20230513 0000,20230513 0000,45.3, ,INCHES
SWD,D,304,SNWCAVG,20230514 0000,20230514 0000,43.6, ,INCHES
SWD,D,304,SNWCAVG,20230515 0000,20230515 0000,42.9, ,INCHES
SWD,D,304,SNWCAVG,20230516 0000,20230516 0000,41.3, ,INCHES
SWD,D,304,SNWCAVG,20230517 0000,20230517 0000,40.1, ,INCHES
SWD,D,304,SNWCAVG,20230518 0000,20230518 0000,39.3, ,INCHES
SWD,D,304,SNWCAVG,20230519 0000,20230519 0000,38.1, ,INCHES
SWD,D,304,SNWCAVG,20230520 0000,20230520 0000,36.7, ,INCHES
SWD,D,304,SNWCAVG,20230521 0000,20230521 0000,35.1, ,INCHES
SWD,D,304,SNWCAVG,20230522 0000,20230522 0000,33.9, ,INCHES
SWD,D,304,SNWCAVG,20230523 0000,20230523 0000,32.5, ,INCHES
SWD,D,304,SNWCAVG,20230524 0000,20230524 0000,31.1, ,INCHES
SWD,D,304,SNWCAVG,20230525 0000,20230525 0000,29.9, ,INCHES
SWD,D,304,SNWCAVG,20230526 0000,20230526 0000,28.9, ,INCHES
SWD,D,304,SNWCAVG,20230527 0000,20230527 0000,28.0, ,INCHES
SWD,D,304,SNWCAVG,20230528 0000,20230528 0000,26.8, ,INCHES
SWD,D,304,SNWCAVG,20230529 0000,20230529 0000,25.8, ,INCHES
SWD,D,304,SNWCAVG,20230530 0000,20230530 0000,24.0, ,INCHES
SWD,D,304,SNWCAVG,20230531 0000,20230531 0000,23.0, ,INCHES
SWD,D,304,SNWCAVG,20230601 0000,20230601 0000,22.2, ,INCHES
SWD,D,304,SNWCAVG,20230602 0000,20230602 0000,20.9, ,INCHES
SWD,D,304,SNWCAVG,20230603 0000,20230603 0000,19.8, ,INCHES
SWD,D,304,SNWCAVG,20230604 0000,20230604 0000,18.6, ,INCHES
SWD,D,304,SNWCAVG,20230605 0000,20230605 0000,17.5, ,INCHES
SWD,D,304,SNWCAVG,20230606 0000,20230606 0000,16.3, ,INCHES
SWD,D,304,SNWCAVG,20230607 0000,20230607 0000,15.6, ,INCHES
SWD,D,304,SNWCAVG,20230608 0000,20230608 0000,14.8, ,INCHES
SWD,D,304,SNWCAVG,20230609 0000,20230609 0000,14.2, ,INCHES
SWD,D,304,SNWCAVG,20230610 0000,20230610 0000,13.4, ,INCHES
SWD,D,304,SNWCAVG,20230611 0000,20230611 0000,12.8, ,INCHES
SWD,D,304,SNWCAVG,20230612 0000,20230612 0000,12.3, ,INCHES
SWD,D,304,SNWCAVG,20230613 0000,20230613 0000,11.6, ,INCHES
SWD,D,304,SNWCAVG,20230614 0000,20230614 0000,11.0, ,INCHES
SWD,D,304,SNWCAVG,20230615 0000,20230615 0000,10.2, ,INCHES
SWD,D,304,SNWCAVG,20230616 0000,20230616 0000,9.7, ,INCHES
SWD,D,304,SNWCAVG,20230617 0000,20230617 0000,9.0, ,INCHES
SWD,D,304,SNWCAVG,20230618 0000,20230618 0000,8.4, ,INCHES
SWD,D,304,SNWCAVG,20230619 0000,20230619 0000,7.6, ,INCHES
SWD,D,304,SNWCAVG,20230620 0000,20230620 0000,7.1, ,INCHES
SWD,D,304,SNWCAVG,20230621 0000,20230621 0000,6.7, ,INCHES
SWD,D,304,SNWCAVG,20230622 0000,20230622 0000,6.2, ,INCHES
SWD,D,304,SNWCAVG,20230623 0000,20230623 0000,5.7, ,INCHES
SWD,D,304,SNWCAVG,20230624 0000,20230624 0000,5.3, ,INCHES
SWD,D,304,SNWCAVG,20230625 0000,20230625 0000,4.9, ,INCHES
SWD,D,304,SNWCAVG,20230626 0000,20230626 0000,4.6, ,INCHES
SWD,D,304,SNWCAVG,20230627 0000,20230627 0000,4.2, ,INCHES
SWD,D,304,SNWCAVG,20230628 0000,20230628 0000,3.8, ,INCHES
SWD,D,304,SNWCAVG,20230629 0000,20230629 0000,3.5, ,INCHES
SWD,D,304,SNWCAVG,20230630 0000,20230630 0000,3.2, ,INCHES
SWD,D,304,SNWCAVG,20230701 0000,20230701 0000,2.9, ,INCHES
SWD,D,304,SNWCAVG,20230702 0000,20230702 0000,2.9, ,INCHES
SWD,D,304,SNWCAVG,20230703 0000,20230703 0000,2.4, ,INCHES
SWD,D,304,SNWCAVG,20230704 0000,20230704 0000,2.2, ,INCHES
SWD,D,304,SNWCAVG,20230705 0000,20230705 0000,2.0, ,INCHES
SWD,D,304,SNWCAVG,20230706 0000,20230706 0000,1.9, ,INCHES
SWD,D,304,SNWCAVG,20230707 0000,20230707 0000,1.7, ,INCHES
SWD,D,304,SNWCAVG,20230708 0000,20230708 0000,1.6, ,INCHES
SWD,D,304,SNWCAVG,20230709 0000,20230709 0000,1.5, ,INCHES
SWD,D,304,SNWCAVG,20230710 0000,20230710 0000,1.4, ,INCHES
SWD,D,304,SNWCAVG,20230711 0000,20230711 0000,1.3, ,INCHES
SWD,D,304,SNWCAVG,20230712 0000,20230712 0000,1.2, ,INCHES
SWD,D,304,SNWCAVG,20230713 0000,20230713 0000,1.1, ,INCHES
SWD,D,304,SNWCAVG,20230714 0000,20230714 0000,1.0, ,INCHES
SWD,D,304,SNWCAVG,20230715 0000,20230715 0000,0.8, ,INCHES
SWD,D,304,SNWCAVG,20230716 0000,20230716 0000,0.7, ,INCHES
SWD,D,304,SNWCAVG,20230717 0000,20230717 0000,0.6, ,INCHES
SWD,D,304,SNWCAVG,20230718 0000,20230718 0000,0.4, ,INCHES
SWD,D,304,SNWCAVG,20230719 0000,20230719 0000,0.3, ,INCHES
SWD,D,304,SNWCAVG,20230720 0000,20230720 0000,0.3, ,INCHES
SWD,D,304,SNWCAVG,20230721 0000,20230721 0000,0.2, ,INCHES
SWD,D,304,SNWCAVG,20230722 0000,20230722 0000,0.2, ,INCHES
SWD,D,304,SNWCAVG,20230723 0000,20230723 0000,0.2, ,INCHES
SWD,D,304,SNWCAVG,20230724 0000,20230724 0000,0.2, ,INCHES
SWD,D,304,SNWCAVG,20230725 0000,20230725 0000,0.1, ,INCHES
SWD,D,304,SNWCAVG,20230726 0000,20230726 0000,0.1, ,INCHES
SWD,D,304,SNWCAVG,20230727 0000,20230727 0000,0.1, ,INCHES
SWD,D,304,SNWCAVG,20230728 0000,20230728 0000,0.1, ,INCHES
SWD,D,304,SNWCAVG,20230729 0000,20230729 0000,0.0, ,INCHES
SWD,D,304,SNWCAVG,20230730 0000,20230730 0000,0.0, ,INCHES
SWD,D,304,SNWCAVG,20230731 0000,20230731 0000,0.0, ,INCHES
SWD,D,304,SNWCAVG,20230801 0000,20230801 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230802 0000,20230802 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230803 0000,20230803 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230804 0000,20230804 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230805 0000,20230805 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230806 0000,20230806 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230807 0000,20230807 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230808 0000,20230808 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230809 0000,20230809 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230810 0000,20230810 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230811 0000,20230811 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230812 0000,20230812 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230813 0000,20230813 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230814 0000,20230814 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230815 0000,20230815 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230816 0000,20230816 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230817 0000,20230817 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230818 0000,20230818 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230819 0000,20230819 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230820 0000,20230820 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230821 0000,20230821 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230822 0000,20230822 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230823 0000,20230823 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230824 0000,20230824 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230825 0000,20230825 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230826 0000,20230826 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230827 0000,20230827 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230828 0000,20230828 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230829 0000,20230829 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230830 0000,20230830 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230831 0000,20230831 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230901 0000,20230901 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230902 0000,20230902 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230903 0000,20230903 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230904 0000,20230904 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230905 0000,20230905 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230906 0000,20230906 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230907 0000,20230907 0000,---, ,INCHES
SWD,D,304,SNWCAVG,20230908 0000,20230908 0000,---, ,INCHES
