Date,A_None,A_D0,A_D1,A_D2,A_D3,A_D4,P_None,P_D0,P_D1,P_D2,P_D3,P_D4
2019-09-10,90.94,9.06,1.09,0.01,0.0,0.0,"143,826.00","14,321.87","1,729.93",9.87,0.00,0.00
2019-09-03,90.94,9.06,1.09,0.0,0.0,0.0,"143,815.08","14,332.79","1,729.93",0.00,0.00,0.00
2019-08-27,90.94,9.06,1.09,0.0,0.0,0.0,"143,826.00","14,321.87","1,729.93",0.00,0.00,0.00
2019-08-20,93.27,6.73,0.0,0.0,0.0,0.0,"147,501.99","10,645.88",0.00,0.00,0.00,0.00
2019-08-13,94.07,5.93,0.0,0.0,0.0,0.0,"148,770.91","9,376.96",0.00,0.00,0.00,0.00
2019-08-06,95.55,4.45,0.0,0.0,0.0,0.0,"151,103.06","7,044.81",0.00,0.00,0.00,0.00
2019-07-30,95.68,4.32,0.0,0.0,0.0,0.0,"151,321.92","6,825.95",0.00,0.00,0.00,0.00
2019-07-23,95.68,4.32,0.0,0.0,0.0,0.0,"151,321.92","6,825.95",0.00,0.00,0.00,0.00
2019-07-16,95.68,4.32,0.0,0.0,0.0,0.0,"151,321.92","6,825.95",0.00,0.00,0.00,0.00
2019-07-09,95.68,4.32,0.0,0.0,0.0,0.0,"151,321.92","6,825.95",0.00,0.00,0.00,0.00
2019-07-02,95.68,4.32,0.0,0.0,0.0,0.0,"151,321.91","6,825.96",0.00,0.00,0.00,0.00
2019-06-25,95.68,4.32,0.0,0.0,0.0,0.0,"151,321.92","6,825.95",0.00,0.00,0.00,0.00
2019-06-18,95.68,4.32,0.0,0.0,0.0,0.0,"151,321.92","6,825.95",0.00,0.00,0.00,0.00
2019-06-11,95.68,4.32,0.0,0.0,0.0,0.0,"151,321.92","6,825.95",0.00,0.00,0.00,0.00
2019-06-04,95.68,4.32,0.0,0.0,0.0,0.0,"151,321.92","6,825.95",0.00,0.00,0.00,0.00
2019-05-28,94.03,5.97,0.0,0.0,0.0,0.0,"148,707.17","9,440.70",0.00,0.00,0.00,0.00
2019-05-21,94.03,5.97,0.0,0.0,0.0,0.0,"148,707.13","9,440.74",0.00,0.00,0.00,0.00
2019-05-14,94.03,5.97,0.0,0.0,0.0,0.0,"148,707.13","9,440.74",0.00,0.00,0.00,0.00
2019-05-07,94.03,5.97,0.0,0.0,0.0,0.0,"148,707.17","9,440.70",0.00,0.00,0.00,0.00
2019-04-30,94.03,5.97,0.0,0.0,0.0,0.0,"148,707.17","9,440.70",0.00,0.00,0.00,0.00
2019-04-23,94.03,5.97,0.0,0.0,0.0,0.0,"148,707.17","9,440.70",0.00,0.00,0.00,0.00
2019-04-16,94.03,5.97,0.0,0.0,0.0,0.0,"148,707.17","9,440.70",0.00,0.00,0.00,0.00
2019-04-09,94.03,5.97,0.0,0.0,0.0,0.0,"148,707.17","9,440.70",0.00,0.00,0.00,0.00
2019-04-02,93.42,6.58,0.0,0.0,0.0,0.0,"147,734.24","10,413.63",0.00,0.00,0.00,0.00
2019-03-26,93.42,6.58,0.0,0.0,0.0,0.0,"147,734.24","10,413.63",0.00,0.00,0.00,0.00
2019-03-19,93.42,6.58,0.0,0.0,0.0,0.0,"147,734.24","10,413.63",0.00,0.00,0.00,0.00
2019-03-12,93.42,6.58,0.0,0.0,0.0,0.0,"147,742.26","10,405.61",0.00,0.00,0.00,0.00
2019-03-05,89.84,10.16,0.6,0.0,0.0,0.0,"142,085.02","16,062.85",943.71,0.00,0.00,0.00
2019-02-26,87.17,12.83,2.33,0.0,0.0,0.0,"137,862.40","20,285.48","3,681.29",0.00,0.00,0.00
2019-02-19,67.07,32.93,3.77,1.36,0.0,0.0,"106,072.92","52,074.95","5,956.61","2,153.53",0.00,0.00
2019-02-12,36.77,63.23,10.55,1.63,0.0,0.0,"58,148.54","99,999.33","16,686.64","2,574.84",0.00,0.00
2019-02-05,34.37,65.63,10.55,1.89,0.0,0.0,"54,347.69","103,800.18","16,686.64","2,981.68",0.00,0.00
2019-01-29,23.93,76.07,23.66,1.89,0.0,0.0,"37,850.35","120,297.52","37,416.28","2,981.68",0.00,0.00
2019-01-22,7.77,92.23,72.23,3.44,0.71,0.0,"12,289.23","145,858.64","114,231.07","5,436.71","1,120.58",0.00
2019-01-15,7.77,92.23,75.17,5.54,0.71,0.0,"12,289.23","145,858.64","118,872.57","8,766.79","1,120.58",0.00
2019-01-08,7.77,92.23,75.17,14.12,1.55,0.0,"12,289.21","145,858.66","118,872.67","22,323.17","2,444.23",0.00
2019-01-01,7.77,92.23,75.17,14.12,2.1,0.0,"12,289.23","145,858.64","118,872.57","22,323.11","3,325.87",0.00
2018-12-25,7.77,92.23,75.17,16.25,2.1,0.0,"12,289.23","145,858.64","118,872.47","25,691.15","3,325.87",0.00
2018-12-18,7.77,92.23,75.17,16.87,2.1,0.0,"12,289.23","145,858.64","118,872.47","26,683.18","3,325.87",0.00
2018-12-11,7.77,92.23,75.17,16.87,2.1,0.0,"12,289.23","145,858.64","118,872.47","26,683.18","3,325.87",0.00
2018-12-04,7.77,92.23,79.69,18.34,3.78,0.0,"12,289.23","145,858.64","126,029.91","28,998.12","5,981.00",0.00
2018-11-27,0.0,100.0,83.66,18.33,3.78,0.0,0.00,"158,147.87","132,300.09","28,994.04","5,981.00",0.00
2018-11-20,0.0,100.0,77.62,18.36,3.78,0.0,0.00,"158,147.87","122,760.52","29,040.93","5,981.00",0.00
2018-11-13,0.0,100.0,53.2,18.35,2.39,0.0,0.00,"158,147.87","84,129.43","29,027.54","3,775.71",0.00
2018-11-06,0.0,100.0,51.92,18.35,2.39,0.0,0.00,"158,147.87","82,107.64","29,027.54","3,775.71",0.00
2018-10-30,15.16,84.84,47.94,19.3,2.73,0.0,"23,978.08","134,169.79","75,817.26","30,528.45","4,317.14",0.00
2018-10-23,15.16,84.84,47.94,19.3,2.73,0.0,"23,978.08","134,169.79","75,817.26","30,528.45","4,317.14",0.00
2018-10-16,15.16,84.84,47.94,22.77,2.87,0.0,"23,978.08","134,169.79","75,817.26","36,008.85","4,535.01",0.00
2018-10-09,15.16,84.84,47.94,22.77,4.87,0.0,"23,978.08","134,169.79","75,817.26","36,008.85","7,702.79",0.00
2018-10-02,12.18,87.82,47.97,22.82,4.93,0.0,"19,258.09","138,889.78","75,871.16","36,093.75","7,798.25",0.00
2018-09-25,12.18,87.82,47.97,22.82,4.94,0.0,"19,258.09","138,889.78","75,871.16","36,093.75","7,816.12",0.00
2018-09-18,12.18,87.82,47.97,22.82,4.94,0.0,"19,258.09","138,889.78","75,871.16","36,093.75","7,816.12",0.00
2018-09-11,12.18,87.82,47.97,22.82,4.94,0.0,"19,258.09","138,889.78","75,871.16","36,093.75","7,816.12",0.00
2018-09-04,13.79,86.21,47.58,22.89,2.77,0.0,"21,800.70","136,347.18","75,240.48","36,195.73","4,373.52",0.00
2018-08-28,13.79,86.21,47.58,21.05,2.77,0.0,"21,800.70","136,347.18","75,240.48","33,284.84","4,373.52",0.00
2018-08-21,13.79,86.21,47.19,20.75,2.77,0.0,"21,800.70","136,347.18","74,635.54","32,820.22","4,373.52",0.00
2018-08-14,13.84,86.16,47.19,20.75,2.77,0.0,"21,879.96","136,267.91","74,635.54","32,820.22","4,373.52",0.00
2018-08-07,13.83,86.17,45.05,20.75,2.77,0.0,"21,879.69","136,268.18","71,240.31","32,820.01","4,373.32",0.00
2018-07-31,13.84,86.16,44.8,20.75,2.77,0.0,"21,879.83","136,268.04","70,844.73","32,820.12","4,373.42",0.00
2018-07-24,13.82,86.18,44.73,20.75,2.77,0.0,"21,860.83","136,287.04","70,733.98","32,820.12","4,373.42",0.00
2018-07-17,14.85,85.15,44.14,20.75,2.77,0.0,"23,479.36","134,668.51","69,813.40","32,820.12","4,373.42",0.00
2018-07-10,14.85,85.15,44.12,20.75,2.77,0.0,"23,479.36","134,668.51","69,777.29","32,820.12","4,373.42",0.00
2018-07-03,14.85,85.15,44.17,20.75,2.77,0.0,"23,479.23","134,668.64","69,848.88","32,820.01","4,373.32",0.00
2018-06-26,14.92,85.08,44.17,20.75,2.77,0.0,"23,597.06","134,550.81","69,848.98","32,820.12","4,373.42",0.00
2018-06-19,30.37,69.63,37.07,20.75,2.77,0.0,"48,024.39","110,123.48","58,629.47","32,820.12","4,373.42",0.00
2018-06-12,30.39,69.61,37.07,20.75,2.77,0.0,"48,066.09","110,081.78","58,629.59","32,820.22","4,373.52",0.00
2018-06-05,30.39,69.61,37.08,20.75,2.78,0.0,"48,066.09","110,081.78","58,642.66","32,820.22","4,389.03",0.00
2018-05-29,30.49,69.51,37.08,20.75,2.78,0.0,"48,224.38","109,923.49","58,642.66","32,820.22","4,389.03",0.00
2018-05-22,30.49,69.51,37.08,20.75,2.78,0.0,"48,224.38","109,923.49","58,642.66","32,820.22","4,389.03",0.00
2018-05-15,30.49,69.51,37.15,20.83,2.8,0.0,"48,212.32","109,935.56","58,759.82","32,943.64","4,434.19",0.00
2018-05-08,34.19,65.81,37.1,13.99,2.8,0.0,"54,076.47","104,071.40","58,673.18","22,123.53","4,434.09",0.00
2018-05-01,34.1,65.9,37.1,13.99,2.8,0.0,"53,925.88","104,221.99","58,673.30","22,123.64","4,434.19",0.00
2018-04-24,34.1,65.9,37.1,13.77,2.55,0.0,"53,926.02","104,221.85","58,673.18","21,770.29","4,036.98",0.00
2018-04-17,34.1,65.9,37.1,13.77,2.5,0.0,"53,925.88","104,221.99","58,673.30","21,770.40","3,960.71",0.00
2018-04-10,33.85,66.15,37.1,13.77,2.5,0.0,"53,527.93","104,619.94","58,673.30","21,770.40","3,960.71",0.00
2018-04-03,22.99,77.01,40.9,12.72,2.5,0.0,"36,354.49","121,793.38","64,684.38","20,114.48","3,960.65",0.00
2018-03-27,22.99,77.01,40.77,12.56,2.5,0.0,"36,354.49","121,793.38","64,478.17","19,870.58","3,960.65",0.00
2018-03-20,11.08,88.92,47.68,22.31,0.43,0.0,"17,525.41","140,622.46","75,401.58","35,288.91",681.31,0.00
2018-03-13,11.08,88.92,47.68,22.31,0.43,0.0,"17,525.41","140,622.46","75,401.58","35,288.91",681.31,0.00
2018-03-06,8.48,91.52,47.87,22.4,0.43,0.0,"13,410.60","144,737.28","75,711.79","35,425.00",681.31,0.00
2018-02-27,8.48,91.52,47.87,19.98,0.0,0.0,"13,410.38","144,737.49","75,711.90","31,600.21",0.00,0.00
2018-02-20,8.43,91.57,47.87,19.98,0.0,0.0,"13,333.59","144,814.28","75,711.79","31,600.24",0.00,0.00
2018-02-13,18.29,81.71,45.71,19.98,0.0,0.0,"28,928.39","129,219.48","72,284.00","31,600.21",0.00,0.00
2018-02-06,18.27,81.73,45.6,6.39,0.0,0.0,"28,894.89","129,252.98","72,119.18","10,101.51",0.00,0.00
2018-01-30,26.67,73.33,43.72,4.92,0.0,0.0,"42,178.63","115,969.24","69,148.20","7,785.38",0.00,0.00
2018-01-23,45.48,54.52,12.69,0.0,0.0,0.0,"71,919.89","86,227.98","20,065.91",0.00,0.00,0.00
2018-01-16,53.21,46.79,12.69,0.0,0.0,0.0,"84,148.44","73,999.43","20,065.91",0.00,0.00,0.00
2018-01-09,53.58,46.42,12.69,0.0,0.0,0.0,"84,737.08","73,410.79","20,065.91",0.00,0.00,0.00
2018-01-02,55.7,44.3,12.69,0.0,0.0,0.0,"88,087.27","70,060.60","20,065.91",0.00,0.00,0.00
2017-12-26,55.7,44.3,12.69,0.0,0.0,0.0,"88,087.27","70,060.60","20,065.91",0.00,0.00,0.00
2017-12-19,55.7,44.3,12.69,0.0,0.0,0.0,"88,087.27","70,060.60","20,065.91",0.00,0.00,0.00
2017-12-12,55.7,44.3,9.9,0.0,0.0,0.0,"88,087.41","70,060.46","15,657.81",0.00,0.00,0.00
2017-12-05,65.38,34.62,9.9,0.0,0.0,0.0,"103,402.09","54,745.78","15,657.73",0.00,0.00,0.00
2017-11-28,69.09,30.91,8.24,0.0,0.0,0.0,"109,259.24","48,888.63","13,034.20",0.00,0.00,0.00
2017-11-21,73.98,26.02,8.24,0.0,0.0,0.0,"116,995.33","41,152.54","13,034.20",0.00,0.00,0.00
2017-11-14,73.98,26.02,8.24,0.0,0.0,0.0,"116,995.33","41,152.54","13,034.20",0.00,0.00,0.00
2017-11-07,77.9,22.1,8.24,0.0,0.0,0.0,"123,201.35","34,946.52","13,034.20",0.00,0.00,0.00
2017-10-31,77.9,22.1,8.24,0.0,0.0,0.0,"123,201.35","34,946.52","13,034.20",0.00,0.00,0.00
2017-10-24,77.9,22.1,8.24,0.0,0.0,0.0,"123,201.35","34,946.52","13,034.20",0.00,0.00,0.00
2017-10-17,77.88,22.12,8.24,0.0,0.0,0.0,"123,165.26","34,982.61","13,034.15",0.00,0.00,0.00
2017-10-10,77.88,22.12,8.24,0.0,0.0,0.0,"123,165.26","34,982.61","13,034.15",0.00,0.00,0.00
2017-10-03,77.88,22.12,8.24,0.0,0.0,0.0,"123,165.24","34,982.63","13,034.20",0.00,0.00,0.00
2017-09-26,77.88,22.12,8.24,0.0,0.0,0.0,"123,165.24","34,982.63","13,034.20",0.00,0.00,0.00
2017-09-19,77.88,22.12,8.24,0.04,0.0,0.0,"123,165.22","34,982.65","13,034.24",57.48,0.00,0.00
2017-09-12,77.88,22.12,8.24,0.04,0.0,0.0,"123,165.22","34,982.65","13,034.24",57.48,0.00,0.00
2017-09-05,77.88,22.12,8.24,0.04,0.0,0.0,"123,165.22","34,982.65","13,034.24",57.48,0.00,0.00
2017-08-29,77.88,22.12,8.24,0.04,0.0,0.0,"123,165.22","34,982.65","13,034.24",57.48,0.00,0.00
2017-08-22,77.88,22.12,8.24,0.04,0.0,0.0,"123,165.22","34,982.65","13,034.24",57.48,0.00,0.00
2017-08-15,77.86,22.14,8.24,0.04,0.0,0.0,"123,133.23","35,014.65","13,034.24",57.48,0.00,0.00
2017-08-08,77.86,22.14,8.24,1.06,0.0,0.0,"123,133.54","35,014.33","13,034.24","1,671.44",0.00,0.00
2017-08-01,77.86,22.14,8.24,1.06,0.0,0.0,"123,133.54","35,014.33","13,034.24","1,671.44",0.00,0.00
2017-07-25,75.73,24.27,8.24,1.06,0.0,0.0,"119,758.43","38,389.44","13,034.24","1,671.44",0.00,0.00
2017-07-18,75.69,24.31,8.24,1.06,0.0,0.0,"119,709.34","38,438.53","13,034.24","1,671.44",0.00,0.00
2017-07-11,76.46,23.54,8.24,1.06,0.0,0.0,"120,912.63","37,235.24","13,034.24","1,671.44",0.00,0.00
2017-07-04,76.46,23.54,8.24,1.06,0.0,0.0,"120,912.63","37,235.24","13,034.24","1,671.44",0.00,0.00
2017-06-27,76.47,23.53,8.24,1.06,0.0,0.0,"120,935.42","37,212.45","13,034.20","1,671.41",0.00,0.00
2017-06-20,76.47,23.53,8.24,1.06,0.0,0.0,"120,935.42","37,212.45","13,034.20","1,671.41",0.00,0.00
2017-06-13,76.47,23.53,8.24,1.06,0.0,0.0,"120,935.42","37,212.45","13,034.20","1,671.41",0.00,0.00
2017-06-06,76.47,23.53,8.24,1.06,0.0,0.0,"120,935.46","37,212.41","13,034.15","1,671.37",0.00,0.00
2017-05-30,76.47,23.53,8.24,1.06,0.0,0.0,"120,935.46","37,212.41","13,034.15","1,671.37",0.00,0.00
2017-05-23,76.47,23.53,8.24,1.06,0.0,0.0,"120,935.46","37,212.41","13,034.15","1,671.37",0.00,0.00
2017-05-16,76.47,23.53,8.24,1.06,0.0,0.0,"120,935.42","37,212.45","13,034.20","1,671.41",0.00,0.00
2017-05-09,76.47,23.53,8.24,1.06,0.0,0.0,"120,935.42","37,212.45","13,034.20","1,671.41",0.00,0.00
2017-05-02,76.47,23.53,8.24,1.06,0.0,0.0,"120,935.42","37,212.45","13,034.20","1,671.41",0.00,0.00
2017-04-25,76.54,23.46,8.24,1.06,0.0,0.0,"121,049.38","37,098.49","13,034.20","1,671.41",0.00,0.00
2017-04-18,76.54,23.46,8.24,1.06,0.0,0.0,"121,049.42","37,098.45","13,034.15","1,671.37",0.00,0.00
2017-04-11,76.54,23.46,8.24,1.06,0.0,0.0,"121,049.42","37,098.45","13,034.15","1,671.37",0.00,0.00
2017-04-04,76.54,23.46,8.24,1.06,0.0,0.0,"121,049.38","37,098.49","13,034.20","1,671.41",0.00,0.00
2017-03-28,76.54,23.46,8.24,1.06,0.0,0.0,"121,049.42","37,098.45","13,034.15","1,671.37",0.00,0.00
2017-03-21,76.54,23.46,8.24,1.06,0.0,0.0,"121,049.42","37,098.45","13,034.15","1,671.37",0.00,0.00
2017-03-14,76.54,23.46,8.24,1.06,0.0,0.0,"121,049.42","37,098.45","13,034.15","1,671.37",0.00,0.00
2017-03-07,76.54,23.46,8.24,1.1,0.0,0.0,"121,042.56","37,105.31","13,034.15","1,746.54",0.00,0.00
2017-02-28,74.49,25.51,8.73,4.08,0.0,0.0,"117,804.30","40,343.58","13,806.24","6,444.84",0.00,0.00
2017-02-21,61.66,38.34,16.87,4.19,0.0,0.0,"97,508.73","60,639.14","26,685.76","6,618.70",0.00,0.00
2017-02-14,43.94,56.06,24.19,7.41,0.73,0.0,"69,493.36","88,654.51","38,262.58","11,719.85","1,162.06",0.00
2017-02-07,41.46,58.54,46.99,10.93,0.73,0.0,"65,563.80","92,584.07","74,309.19","17,292.19","1,162.06",0.00
2017-01-31,38.98,61.02,50.8,20.3,1.87,0.0,"61,641.60","96,506.27","80,346.68","32,100.21","2,965.27",0.00
2017-01-24,38.73,61.27,51.4,26.46,2.16,0.0,"61,252.26","96,895.61","81,283.82","41,843.17","3,408.89",0.00
2017-01-17,35.56,64.44,57.51,44.35,24.3,2.13,"56,235.75","101,912.12","90,946.26","70,131.62","38,428.47","3,372.84"
2017-01-10,34.62,65.38,58.22,49.22,27.8,2.13,"54,744.43","103,403.44","92,077.87","77,845.86","43,963.42","3,372.84"
2017-01-03,18.07,81.93,67.61,54.02,38.17,18.31,"28,574.81","129,573.06","106,924.52","85,435.49","60,371.82","28,950.51"
2016-12-27,17.47,82.53,68.87,57.79,40.6,18.31,"27,633.19","130,514.68","108,910.25","91,398.60","64,207.39","28,950.51"
2016-12-20,15.09,84.91,70.11,59.09,41.55,19.75,"23,870.70","134,277.17","110,877.68","93,442.05","65,706.97","31,227.16"
2016-12-13,12.16,87.84,73.04,60.27,42.8,21.04,"19,235.03","138,912.84","115,511.99","95,321.81","67,689.84","33,274.48"
2016-12-06,12.03,87.97,73.04,60.27,42.8,21.04,"19,022.98","139,124.89","115,511.99","95,321.81","67,689.84","33,274.48"
2016-11-29,12.03,87.97,73.04,60.27,42.8,21.04,"19,022.98","139,124.89","115,511.99","95,321.81","67,689.84","33,274.48"
2016-11-22,12.03,87.97,73.04,60.27,42.8,21.04,"19,022.98","139,124.89","115,511.99","95,321.81","67,689.84","33,274.48"
2016-11-15,12.03,87.97,73.04,60.27,42.8,21.04,"19,022.98","139,124.89","115,511.99","95,321.81","67,689.84","33,274.48"
2016-11-08,12.03,87.97,73.04,60.27,42.8,21.04,"19,022.98","139,124.89","115,511.99","95,321.81","67,689.84","33,274.48"
2016-11-01,12.03,87.97,75.26,61.38,42.8,21.04,"19,022.98","139,124.89","119,018.17","97,070.94","67,689.84","33,274.48"
2016-10-25,8.96,91.04,81.12,61.81,42.8,21.04,"14,167.92","143,979.95","128,291.25","97,743.36","67,689.84","33,274.48"
2016-10-18,7.77,92.23,81.12,61.81,42.8,21.04,"12,285.29","145,862.58","128,291.25","97,743.36","67,689.84","33,274.48"
2016-10-11,0.0,100.0,83.59,62.27,42.8,21.04,0.00,"158,147.87","132,189.66","98,483.57","67,689.84","33,274.48"
2016-10-04,0.0,100.0,83.59,62.27,42.8,21.04,0.00,"158,147.87","132,189.66","98,483.57","67,689.84","33,274.48"
2016-09-27,0.0,100.0,83.59,62.27,42.8,21.04,0.00,"158,147.87","132,189.66","98,483.57","67,689.84","33,274.48"
2016-09-20,0.0,100.0,83.59,62.27,42.8,21.04,0.00,"158,147.87","132,189.66","98,483.57","67,689.84","33,274.48"
2016-09-13,0.0,100.0,83.59,62.27,42.8,21.04,0.00,"158,147.87","132,189.66","98,483.57","67,689.84","33,274.48"
2016-09-06,0.0,100.0,83.59,59.02,42.8,21.04,0.00,"158,147.87","132,189.66","93,331.91","67,689.84","33,274.48"
2016-08-30,0.0,100.0,83.59,59.02,42.8,21.04,0.00,"158,147.87","132,189.66","93,331.91","67,689.84","33,274.48"
2016-08-23,0.0,100.0,83.59,59.02,42.8,21.04,0.00,"158,147.87","132,189.66","93,331.91","67,689.84","33,274.48"
2016-08-16,0.0,100.0,83.59,59.02,42.8,21.04,0.00,"158,147.87","132,189.66","93,331.91","67,689.84","33,274.48"
2016-08-09,0.0,100.0,83.59,59.02,42.8,21.04,0.00,"158,147.87","132,189.66","93,331.91","67,689.84","33,274.48"
2016-08-02,0.0,100.0,83.59,59.02,42.8,21.04,0.00,"158,147.87","132,189.66","93,331.91","67,689.84","33,274.48"
2016-07-26,0.0,100.0,83.59,59.02,42.8,21.04,0.00,"158,147.87","132,189.66","93,331.91","67,689.84","33,274.48"
2016-07-19,0.0,100.0,83.59,59.02,42.8,21.04,0.00,"158,147.87","132,189.66","93,331.91","67,689.84","33,274.48"
2016-07-12,0.0,100.0,83.59,59.02,42.8,21.04,0.00,"158,147.87","132,189.66","93,331.91","67,689.84","33,274.48"
2016-07-05,0.0,100.0,83.59,59.02,42.8,21.04,0.00,"158,147.87","132,189.66","93,331.91","67,689.84","33,274.48"
2016-06-28,0.0,100.0,83.59,59.02,42.8,21.04,0.00,"158,147.87","132,189.66","93,331.91","67,689.84","33,274.48"
2016-06-21,0.0,100.0,83.59,59.02,42.8,21.04,0.00,"158,147.87","132,189.66","93,331.91","67,689.84","33,274.48"
2016-06-14,0.0,100.0,83.59,59.02,42.8,21.04,0.00,"158,147.87","132,189.66","93,331.91","67,689.84","33,274.48"
2016-06-07,4.27,95.73,83.91,59.02,42.99,21.04,"6,751.58","151,396.29","132,700.16","93,331.91","67,994.33","33,274.48"
